Las teperaturas son: 
87.188637	91.820648	93.839180	94.811325	95.301224	95.539886	95.633232	95.633690	95.567566	95.446243	95.270691	95.032501	94.712463	94.275787	93.661476	92.759079	91.353333	88.980469	84.511665	74.813202	
81.933899	86.254776	88.724731	90.104858	90.853645	91.225098	91.359329	91.333923	91.190308	90.946693	90.603951	90.146797	89.541550	88.729156	87.611023	86.021454	83.673782	80.056831	74.252953	64.741165	
79.292198	82.539925	84.700180	86.029785	86.783447	87.147568	87.245102	87.152412	86.913048	86.546310	86.051620	85.409203	84.577789	83.488243	82.032013	80.041931	77.263527	73.320129	67.702087	59.898464	
77.695061	79.912643	81.506393	82.530731	83.102943	83.336807	83.321228	83.117676	82.763268	82.274033	81.647110	80.860703	79.872238	78.614082	76.986855	74.850754	72.018280	68.258087	63.336769	57.150581	
76.575531	77.909363	78.882248	79.484024	79.760994	79.775711	79.585556	79.234055	78.748489	78.139679	77.402260	76.514404	75.436493	74.109131	72.450638	70.356026	67.700775	64.357208	60.236309	55.367035	
75.697906	76.267250	76.629486	76.762375	76.681595	76.419769	76.011505	75.484810	74.857231	74.134171	73.308121	72.358383	71.250412	69.935425	68.350677	66.422073	64.071609	61.233700	57.884209	54.081207	
74.949081	74.832535	74.606384	74.254730	73.783615	73.210724	72.556267	71.836838	71.061890	70.231979	69.338013	68.360893	67.271599	66.031677	64.594734	62.910107	60.930008	58.621826	55.985622	53.073544	
74.266144	73.507767	72.709167	71.866989	70.987900	70.083717	69.166473	68.244858	67.321968	66.394333	65.451454	64.475929	63.443748	62.325237	61.086700	59.693756	58.116611	56.338005	54.362923	52.227287	
73.608032	72.223595	70.855972	69.516617	68.217796	66.970314	65.781639	64.654694	63.587341	62.572414	61.598034	60.648041	59.702621	58.739113	57.733353	56.661819	55.504807	54.250725	52.900810	51.472626	
72.942711	70.923035	68.974976	67.126282	65.396957	63.798729	62.335720	61.005577	59.800900	58.710545	57.720757	56.816078	55.980003	55.195606	54.446075	53.715569	52.990208	52.259369	51.516972	50.762360	
72.240112	69.551346	66.995155	64.617218	62.445663	60.492622	58.757622	57.231697	55.900814	54.748734	53.758972	52.916042	52.206223	51.617634	51.140099	50.764431	50.481277	50.279663	50.145363	50.059814	
71.466736	68.047562	64.837601	61.902405	59.276600	56.969185	54.971210	53.263512	51.822647	50.625305	49.650974	48.883514	48.311699	47.929031	47.732616	47.721050	47.891006	48.232727	48.725052	49.331482	
70.579651	66.335052	62.405891	58.878853	55.789886	53.137047	50.895332	49.029259	47.501720	46.279587	45.336796	44.655945	44.228573	44.054634	44.140678	44.496437	45.129154	46.035328	47.190674	48.541039	
69.517181	64.307625	59.572681	55.417904	51.867798	48.894573	46.444618	44.457268	42.876183	41.655258	40.761398	40.175522	39.892578	39.920731	40.279419	40.995171	42.094051	43.588890	45.461308	47.641972	
68.181816	61.806076	56.159893	51.352951	47.369583	44.129616	41.532066	39.479820	37.891281	36.704613	35.878700	35.392807	35.246040	35.456795	36.061474	37.111092	38.663216	40.765011	43.423729	46.565506	
66.404388	58.575447	51.908440	46.465092	42.128674	38.723011	36.074993	34.039452	32.505245	31.393946	30.656685	30.271587	30.242559	30.599442	31.398970	32.724823	34.682930	37.384369	40.903130	45.196308	
63.860638	54.183342	46.433868	40.470921	35.957695	32.559471	30.006176	28.098484	26.697046	25.709942	25.083149	24.794901	24.853699	25.299892	26.210522	27.706596	29.959534	33.186501	37.608185	43.316559	
59.855103	47.863808	39.173248	33.027611	28.672344	25.551674	23.292435	21.651966	20.475191	19.666256	19.171680	18.971724	19.077934	19.536339	20.436991	21.931786	24.262318	27.794050	33.026619	40.461731	
52.696198	38.243896	29.368118	23.794426	20.152931	17.683022	15.960506	14.742343	13.886095	13.308790	12.966134	12.842873	12.950421	13.330914	14.069630	15.321486	17.364100	20.700874	26.242552	35.503746	
37.685955	23.047735	16.261263	12.629442	10.462370	9.067438	8.124722	7.471308	7.018544	6.717152	6.541643	6.483634	6.550341	6.767603	7.189416	7.920650	9.171883	11.402923	15.739027	25.310688	
