Las teperaturas son: 
87.067467	91.589371	93.510590	94.399475	94.821167	95.007179	95.063560	95.042526	94.969864	94.856056	94.700928	94.494797	94.216888	93.830765	93.273712	92.433487	91.093094	88.787010	84.384842	74.751335	
81.685654	85.780960	88.051498	89.261063	89.870056	90.133591	90.192047	90.122589	89.965508	89.737259	89.436386	89.044884	88.525955	87.817162	86.816353	85.354218	83.140450	79.660400	73.993042	64.614349	
78.913765	81.817574	83.673767	84.743279	85.283768	85.483261	85.465172	85.305229	85.045250	84.701881	84.270988	83.728645	83.028847	82.097275	80.819946	79.024223	76.450089	72.715485	67.305679	59.705036	
77.186394	78.941620	80.126549	80.801163	81.086639	81.099030	80.927872	80.633751	80.251472	79.793533	79.252319	78.600418	77.788887	76.743156	75.356544	73.481850	70.924095	67.444763	62.803558	56.890396	
75.939880	76.695839	77.157669	77.322151	77.240532	76.978180	76.593292	76.128349	75.607735	75.037834	74.407448	73.687660	72.830910	71.769112	70.411530	68.643799	66.332138	63.339867	59.569344	55.041588	
74.941978	74.823982	74.578194	74.190704	73.683060	73.091293	72.450989	71.788971	71.119408	70.442368	69.743439	68.993530	68.148651	67.149673	65.923019	64.383530	62.442101	60.022400	57.090080	53.693699	
74.083145	73.179016	72.255981	71.307724	70.347015	69.395508	68.474648	67.599625	66.776093	65.998566	65.250000	64.501755	63.713963	62.836311	61.809978	60.571571	59.060619	57.232162	55.074532	52.628960	
73.303955	71.670197	70.096748	68.590958	67.167076	65.841377	64.627304	63.532036	62.554527	61.684639	60.903084	60.181820	59.484787	58.769138	57.987370	57.090904	56.035824	54.791138	53.348732	51.732380	
72.566750	70.234627	68.027817	65.969452	64.080055	62.375328	60.864384	59.548599	58.421345	57.468342	56.668201	55.993298	55.410751	54.883652	54.372841	53.839428	53.248390	52.573204	51.800907	50.935875	
71.842636	68.821335	65.985924	63.376579	61.022106	58.939545	57.134819	55.604034	54.335144	53.309509	52.503410	51.889259	51.436771	51.113937	50.888077	50.727089	50.600849	50.482899	50.352135	50.193901	
71.104332	67.380951	63.907711	60.743233	57.924858	55.470268	53.381020	51.646629	50.248367	49.162323	48.361732	47.818661	47.505096	47.393646	47.457680	47.671177	48.007954	48.440651	48.939453	49.471283	
70.320747	65.857086	61.720818	57.990631	54.710609	51.895493	49.538479	47.618980	46.108913	44.977310	44.193344	43.728302	43.556602	43.656017	44.007050	44.591240	45.388233	46.371696	47.504620	48.735836	
69.450760	64.176666	59.333939	55.022308	51.287205	48.132473	45.535332	43.459068	41.862068	40.703728	39.947914	39.564835	39.531906	39.833565	40.459949	41.403969	42.656013	44.196167	45.984497	47.952316	
68.433952	62.235924	56.623253	51.714142	47.542309	44.085667	41.292877	39.102234	37.453171	36.292484	35.577446	35.277168	35.373009	35.858250	36.736515	38.018166	39.713017	41.818069	44.299862	47.075035	
67.173431	59.876896	53.412521	47.901894	43.338036	39.646252	36.727806	34.484718	32.831570	31.700018	31.040020	30.819859	31.026016	31.662981	32.752430	34.330254	36.438843	39.110546	42.338516	46.035748	
65.499901	56.844490	49.442577	43.366684	38.507996	34.695393	31.757908	29.549711	27.956333	26.893559	26.304581	26.157707	26.445507	27.185347	28.420719	30.221661	32.680450	35.894798	39.926003	44.719273	
63.088326	52.704872	44.327003	37.822762	32.862217	29.115065	26.313173	24.256762	22.803717	21.857250	21.356606	21.271648	21.601215	22.374981	23.658649	25.561531	28.243340	31.909775	36.770603	42.907631	
59.241776	46.689316	37.499020	30.922569	26.210964	22.812035	20.354235	18.594624	17.376005	16.598709	16.203934	16.165327	16.486757	17.205761	18.403364	20.222145	22.894344	26.776283	32.358868	40.135693	
52.266518	37.420822	28.194477	22.318321	18.426422	15.760767	13.898362	12.596014	11.709848	11.154264	10.881268	10.870981	11.129439	11.692822	12.640061	14.119524	16.402248	19.985199	25.772968	35.274445	
37.461826	22.618275	15.648706	11.858793	9.560731	8.063292	7.047206	6.349518	5.880847	5.590562	5.451256	5.452142	5.597631	5.910455	6.441285	7.291563	8.668418	11.028285	15.493195	25.190643	
